aac_pssm0,aac_pssm1,aac_pssm2,aac_pssm3,aac_pssm4,aac_pssm5,aac_pssm6,aac_pssm7,aac_pssm8,aac_pssm9,aac_pssm10,aac_pssm11,aac_pssm12,aac_pssm13,aac_pssm14,aac_pssm15,aac_pssm16,aac_pssm17,aac_pssm18,aac_pssm19
-1.3103448275862069,-1.0626959247648906,-1.3385579937304075,-1.586206896551724,-1.9467084639498435,-1.29153605015674,-1.122257053291536,-2.335423197492163,-1.0344827586206895,-1.1661442006269591,-1.4639498432601883,-1.2351097178683383,-0.8934169278996865,-1.54858934169279,-2.504702194357366,-1.0689655172413792,-1.012539184952978,-2.501567398119122,-1.3918495297805642,-1.206896551724138
-1.4386792452830188,-0.9575471698113208,-1.2877358490566035,-1.5754716981132078,-1.7075471698113207,-1.0896226415094339,-0.9669811320754716,-2.5283018867924527,-0.5188679245283019,-0.962264150943396,-1.3537735849056605,-1.2547169811320755,-0.7122641509433961,-1.6084905660377355,-2.8207547169811322,-1.1698113207547165,-1.0047169811320755,-2.4952830188679247,-1.1556603773584906,-1.1698113207547165
-1.2405660377358487,-0.8396226415094341,-1.1462264150943395,-1.4952830188679245,-1.5801886792452828,-1.0188679245283019,-0.8207547169811322,-2.3207547169811322,-0.40566037735849053,-0.8962264150943396,-1.3018867924528301,-1.1037735849056605,-0.589622641509434,-1.4009433962264153,-2.712264150943396,-1.0660377358490567,-0.9339622641509434,-2.268867924528302,-1.1037735849056605,-1.1556603773584906
-1.432330827067669,-1.2293233082706767,-1.3909774436090223,-1.650375939849624,-1.951127819548872,-1.417293233082707,-1.3195488721804514,-2.2819548872180446,-1.0413533834586464,-1.2293233082706767,-1.5,-1.4398496240601502,-0.7932330827067668,-1.4661654135338344,-2.4285714285714284,-1.2293233082706767,-1.0526315789473684,-2.2969924812030076,-1.3646616541353382,-1.3533834586466165
-1.1982758620689655,-0.586206896551724,-0.8362068965517242,-0.913793103448276,-1.4913793103448274,-0.706896551724138,-0.6120689655172413,-2.060344827586207,-0.27586206896551724,-0.8793103448275863,-1.3706896551724137,-0.586206896551724,-0.396551724137931,-1.163793103448276,-1.172413793103448,-0.9568965517241382,-0.8706896551724137,-1.2155172413793105,-0.9827586206896552,-1.0344827586206895
-0.9851301115241636,-0.7657992565055762,-1.011152416356877,-1.211895910780669,-1.096654275092937,-0.9888475836431224,-0.7472118959107807,-1.7657992565055765,-0.5278810408921933,-0.8661710037174721,-1.1598513011152418,-0.9405204460966544,-0.5390334572490706,-1.215613382899628,-1.9739776951672865,-0.9107806691449816,-0.8029739776951674,-1.657992565055762,-0.9702602230483272,-0.9516728624535314
-1.4018691588785048,-0.7009345794392524,-1.0934579439252337,-1.5514018691588785,-1.560747663551402,-0.9906542056074766,-0.7289719626168224,-2.4205607476635516,-0.4299065420560748,-1.2803738317757007,-1.598130841121495,-1.0,-1.233644859813084,-1.822429906542056,-2.7289719626168223,-0.97196261682243,-1.0,-2.4579439252336446,-1.2990654205607477,-1.2897196261682242
-1.5042372881355932,-1.0423728813559323,-1.4364406779661016,-1.6525423728813562,-1.7372881355932206,-1.3432203389830508,-1.1483050847457628,-2.3813559322033897,-0.885593220338983,-1.1694915254237288,-1.5084745762711864,-1.1355932203389831,-1.0593220338983051,-1.5974576271186438,-2.576271186440678,-1.2796610169491522,-1.1440677966101696,-2.415254237288136,-1.3347457627118644,-1.228813559322034
-1.3807829181494657,-1.192170818505338,-1.3736654804270465,-1.6085409252669036,-1.5693950177935945,-1.3879003558718863,-1.2313167259786475,-2.291814946619217,-0.8434163701067615,-1.1850533807829182,-1.491103202846975,-1.3879003558718863,-0.8647686832740212,-1.523131672597865,-2.604982206405694,-1.188612099644128,-1.085409252669039,-2.2491103202846974,-1.4128113879003559,-1.2562277580071175
-1.227129337539432,-1.1198738170347002,-1.1892744479495267,-1.504731861198738,-1.719242902208202,-1.261829652996845,-1.0599369085173502,-2.110410094637224,-0.8170347003154574,-1.1009463722397477,-1.394321766561514,-1.1766561514195584,-0.7728706624605678,-1.526813880126183,-2.3943217665615144,-1.006309148264984,-0.9211356466876972,-2.2965299684542586,-1.3753943217665616,-1.1861198738170344
-1.234375,-1.06875,-1.178125,-1.515625,-1.671875,-1.225,-1.125,-2.1125,-0.8343749999999999,-1.1,-1.471875,-1.1875,-0.765625,-1.521875,-2.3875,-0.9625,-0.928125,-2.284375,-1.309375,-1.190625
-1.373949579831933,-0.9243697478991598,-1.2478991596638656,-1.5420168067226891,-1.621848739495798,-1.226890756302521,-0.9789915966386552,-2.2899159663865545,-0.680672268907563,-1.0378151260504203,-1.4327731092436975,-1.0588235294117647,-0.869747899159664,-1.5798319327731092,-2.3529411764705883,-1.2100840336134453,-1.0504201680672267,-2.260504201680672,-1.226890756302521,-1.1722689075630255
-1.250793650793651,-1.0793650793650793,-1.2698412698412695,-1.5714285714285712,-1.6412698412698414,-1.2984126984126985,-1.1682539682539683,-2.1460317460317455,-0.8984126984126984,-1.1269841269841268,-1.4253968253968254,-1.3047619047619048,-0.8063492063492063,-1.5238095238095235,-2.5142857142857142,-1.0571428571428572,-0.9333333333333332,-2.2285714285714286,-1.2857142857142858,-1.2126984126984126
-1.250793650793651,-1.0793650793650793,-1.2698412698412695,-1.5714285714285712,-1.6412698412698414,-1.2984126984126985,-1.1682539682539683,-2.1460317460317455,-0.8984126984126984,-1.1269841269841268,-1.4253968253968254,-1.3047619047619048,-0.8063492063492063,-1.5238095238095235,-2.5142857142857142,-1.0571428571428572,-0.9333333333333332,-2.2285714285714286,-1.2857142857142858,-1.2126984126984126
-1.3884615384615384,-1.2038461538461538,-1.3115384615384615,-1.6615384615384614,-1.6653846153846155,-1.3230769230769233,-1.1269230769230767,-2.276923076923077,-0.7923076923076922,-1.1730769230769231,-1.5423076923076926,-1.3230769230769233,-1.0,-1.603846153846154,-2.6461538461538465,-1.1653846153846155,-1.1,-2.2884615384615383,-1.396153846153846,-1.2730769230769232
-1.3905723905723903,-1.1952861952861953,-1.292929292929293,-1.6397306397306397,-1.6734006734006732,-1.367003367003367,-1.2558922558922558,-2.228956228956229,-0.8148148148148147,-1.148148148148148,-1.5084175084175084,-1.2996632996632995,-0.845117845117845,-1.4848484848484849,-2.6329966329966332,-1.154882154882155,-1.0134680134680134,-2.232323232323232,-1.34006734006734,-1.2794612794612792
-1.2037037037037035,-0.8888888888888888,-1.0,-1.5370370370370368,-1.1388888888888888,-0.8518518518518517,-0.8796296296296297,-2.064814814814815,-0.26851851851851855,-1.2685185185185186,-1.4259259259259258,-1.0740740740740737,-1.0277777777777777,-1.7407407407407407,-2.490740740740741,-0.8333333333333331,-0.8148148148148147,-2.055555555555556,-1.25,-1.1944444444444444
-1.2344827586206897,-0.7655172413793102,-1.1034482758620687,-1.2,-1.4551724137931035,-0.8551724137931035,-0.6413793103448275,-2.268965517241379,-0.6689655172413793,-0.986206896551724,-1.427586206896552,-0.8068965517241377,-1.206896551724138,-1.586206896551724,-1.9586206896551728,-0.9310344827586208,-0.882758620689655,-2.2068965517241375,-1.4068965517241379,-1.1586206896551725
-1.2248520710059172,-0.988165680473373,-0.9763313609467456,-1.1124260355029585,-1.3076923076923075,-1.1301775147928994,-0.846153846153846,-1.940828402366864,-0.7396449704142013,-0.9349112426035504,-1.443786982248521,-1.0118343195266273,-0.9053254437869822,-1.4497041420118344,-2.159763313609468,-0.9763313609467456,-0.8698224852071007,-2.3136094674556213,-1.4615384615384615,-1.0650887573964498
-1.4605263157894737,-1.166666666666667,-1.495614035087719,-1.8114035087719296,-1.9868421052631575,-1.5350877192982455,-1.2675438596491229,-2.5877192982456134,-1.0657894736842106,-1.0921052631578947,-1.5614035087719296,-1.2850877192982455,-0.9956140350877194,-1.706140350877193,-2.7807017543859653,-1.4078947368421053,-1.175438596491228,-2.631578947368421,-1.5087719298245612,-1.3026315789473684
-1.4192139737991267,-0.9694323144104804,-1.3231441048034935,-1.5633187772925763,-1.668122270742358,-1.2663755458515282,-1.0218340611353711,-2.314410480349345,-0.8558951965065503,-0.9694323144104804,-1.4148471615720524,-1.1091703056768558,-0.8296943231441049,-1.5240174672489082,-2.4541484716157207,-1.2751091703056767,-1.0960698689956334,-2.213973799126637,-1.4104803493449782,-1.1834061135371177
-1.2563291139240504,-1.098101265822785,-1.2816455696202531,-1.6075949367088604,-1.7594936708860762,-1.3227848101265822,-1.193037974683544,-2.170886075949367,-0.8765822784810126,-1.1803797468354431,-1.4715189873417722,-1.2974683544303796,-0.7943037974683544,-1.5126582278481011,-2.4715189873417724,-1.0822784810126582,-0.990506329113924,-2.2911392405063293,-1.3417721518987344,-1.243670886075949
-1.2626582278481011,-1.1075949367088607,-1.2025316455696202,-1.5696202531645569,-1.6930379746835444,-1.2721518987341771,-1.1329113924050631,-2.1487341772151898,-0.8481012658227846,-1.1170886075949367,-1.4778481012658229,-1.240506329113924,-0.8196202531645569,-1.5221518987341771,-2.4715189873417724,-1.0569620253164556,-0.8797468354430381,-2.199367088607595,-1.3259493670886078,-1.2215189873417722
-1.2531645569620251,-1.1139240506329111,-1.2056962025316456,-1.5696202531645569,-1.6613924050632911,-1.2626582278481011,-1.1740506329113922,-2.1202531645569622,-0.8227848101265823,-1.1360759493670887,-1.4620253164556964,-1.2658227848101267,-0.8449367088607593,-1.518987341772152,-2.439873417721519,-1.0632911392405062,-0.990506329113924,-2.2215189873417724,-1.2911392405063293,-1.268987341772152
-1.2460567823343849,-1.0694006309148263,-1.2018927444794951,-1.555205047318612,-1.7003154574132493,-1.280757097791798,-1.160883280757098,-2.1198738170347005,-0.864353312302839,-1.1640378548895902,-1.4952681388012619,-1.2334384858044163,-0.8485804416403786,-1.5331230283911674,-2.4290220820189274,-1.0441640378548895,-0.9116719242902208,-2.201892744479496,-1.3154574132492114,-1.255520504731861
-1.25,-1.0696202531645569,-1.1518987341772151,-1.493670886075949,-1.5316455696202531,-1.2658227848101267,-1.0949367088607596,-2.0949367088607596,-0.8101265822784809,-1.0917721518987342,-1.4556962025316453,-1.2246835443037976,-0.8227848101265823,-1.4208860759493671,-2.420886075949367,-0.993670886075949,-0.9018987341772152,-2.142405063291139,-1.2278481012658229,-1.2341772151898731
-1.2626582278481011,-1.0632911392405062,-1.199367088607595,-1.5348101265822784,-1.6265822784810124,-1.2784810126582273,-1.1012658227848102,-2.079113924050633,-0.8069620253164557,-1.129746835443038,-1.4746835443037978,-1.1898734177215187,-0.7911392405063291,-1.4556962025316453,-2.4177215189873413,-1.0221518987341771,-0.8892405063291139,-2.180379746835443,-1.2215189873417722,-1.2088607594936707
-1.284313725490196,-1.0718954248366015,-1.1960784313725488,-1.5,-1.5882352941176467,-1.1764705882352942,-1.169934640522876,-2.107843137254902,-0.7745098039215687,-1.1274509803921569,-1.4183006535947713,-1.1862745098039216,-0.696078431372549,-1.4379084967320257,-2.454248366013072,-1.0947712418300655,-0.9411764705882354,-2.143790849673203,-1.2483660130718952,-1.238562091503268
-1.3279742765273315,-1.1607717041800643,-1.2057877813504823,-1.5530546623794212,-1.6945337620578778,-1.2668810289389068,-1.180064308681672,-2.102893890675241,-0.8199356913183281,-1.086816720257235,-1.4308681672025723,-1.2733118971061093,-0.8167202572347267,-1.4501607717041798,-2.5048231511254015,-1.0707395498392283,-0.9935691318327972,-2.2186495176848875,-1.247588424437299,-1.2443729903536975
-1.3279742765273315,-1.1607717041800643,-1.2057877813504823,-1.5530546623794212,-1.6945337620578778,-1.2668810289389068,-1.180064308681672,-2.102893890675241,-0.8199356913183281,-1.086816720257235,-1.4308681672025723,-1.2733118971061093,-0.8167202572347267,-1.4501607717041798,-2.5048231511254015,-1.0707395498392283,-0.9935691318327972,-2.2186495176848875,-1.247588424437299,-1.2443729903536975
-1.32475884244373,-1.1961414790996785,-1.2733118971061093,-1.627009646302251,-1.6655948553054665,-1.3086816720257235,-1.2090032154340835,-2.1414790996784565,-0.8713826366559485,-1.1254019292604505,-1.4276527331189712,-1.2958199356913183,-0.8360128617363342,-1.47588424437299,-2.5562700964630225,-1.0836012861736335,-0.9163987138263664,-2.2765273311897105,-1.2668810289389068,-1.2443729903536975
-1.3183279742765273,-1.1607717041800643,-1.2411575562700965,-1.5884244372990353,-1.6688102893890675,-1.2668810289389068,-1.192926045016077,-2.102893890675241,-0.7266881028938906,-1.1479099678456592,-1.4437299035369775,-1.2090032154340835,-0.7427652733118971,-1.459807073954984,-2.479099678456592,-1.0803858520900322,-0.9614147909967848,-2.1157556270096465,-1.202572347266881,-1.2668810289389068
-1.2023121387283235,-0.8092485549132947,-0.9710982658959536,-1.1907514450867052,-1.3121387283236992,-0.9884393063583816,-0.7572254335260115,-2.156069364161849,-0.36416184971098253,-0.791907514450867,-1.3410404624277457,-0.7630057803468207,-0.7572254335260115,-1.254335260115607,-1.8612716763005777,-0.9595375722543352,-0.8497109826589595,-1.7572254335260113,-1.1676300578034682,-1.0693641618497107
-1.3036303630363035,-1.0825082508250825,-1.1287128712871286,-1.4323432343234324,-1.66006600660066,-1.2475247524752475,-1.1056105610561056,-2.151815181518152,-0.7326732673267327,-1.0363036303630364,-1.4323432343234324,-1.108910891089109,-0.6666666666666665,-1.33003300330033,-2.442244224422442,-1.0165016501650164,-0.8943894389438944,-2.254125412541254,-1.1749174917491747,-1.165016501650165
-1.3344370860927153,-1.1589403973509933,-1.2119205298013247,-1.6158940397350992,-1.7350993377483444,-1.3377483443708609,-1.185430463576159,-2.2119205298013247,-0.8344370860927153,-1.1556291390728477,-1.456953642384106,-1.2218543046357615,-0.8046357615894039,-1.4304635761589404,-2.6192052980132448,-1.096026490066225,-1.043046357615894,-2.274834437086093,-1.2748344370860927,-1.2450331125827812
-1.4188311688311688,-1.1493506493506493,-1.2435064935064934,-1.6168831168831168,-1.7987012987012987,-1.3051948051948052,-1.2175324675324675,-2.2564935064935066,-0.8506493506493505,-1.12987012987013,-1.4350649350649352,-1.3344155844155845,-0.7987012987012986,-1.5064935064935066,-2.529220779220779,-1.146103896103896,-1.0324675324675325,-2.25974025974026,-1.3506493506493507,-1.2337662337662338
-1.3474025974025972,-1.1168831168831168,-1.1818181818181817,-1.5194805194805194,-1.7889610389610389,-1.2337662337662338,-1.1785714285714286,-2.152597402597402,-0.7824675324675325,-1.0844155844155845,-1.425324675324675,-1.2207792207792207,-0.6623376623376623,-1.448051948051948,-2.4220779220779223,-1.1363636363636365,-1.0032467532467533,-2.1720779220779223,-1.3116883116883118,-1.2305194805194803
-1.344155844155844,-1.146103896103896,-1.1915584415584415,-1.551948051948052,-1.7175324675324675,-1.3149350649350648,-1.175324675324675,-2.155844155844156,-0.8311688311688312,-1.103896103896104,-1.4123376623376624,-1.2857142857142858,-0.672077922077922,-1.4318181818181817,-2.477272727272727,-1.1136363636363635,-1.0194805194805194,-2.155844155844156,-1.2694805194805194,-1.2175324675324675
-1.3540983606557375,-1.1967213114754096,-1.1934426229508197,-1.5737704918032789,-1.8393442622950815,-1.377049180327869,-1.157377049180328,-2.2065573770491804,-0.839344262295082,-1.1934426229508197,-1.4721311475409837,-1.301639344262295,-0.7081967213114753,-1.4459016393442623,-2.5442622950819676,-1.1442622950819674,-1.0098360655737704,-2.239344262295082,-1.2885245901639344,-1.2262295081967212
-1.3672131147540985,-1.1836065573770493,-1.216393442622951,-1.5344262295081967,-1.7672131147540986,-1.3147540983606558,-1.1934426229508197,-2.236065573770492,-0.8459016393442623,-1.1311475409836065,-1.4557377049180327,-1.2524590163934426,-0.6852459016393443,-1.462295081967213,-2.4885245901639346,-1.137704918032787,-1.0196721311475407,-2.1868852459016392,-1.2852459016393443,-1.2393442622950819
