ensemble,min_precision,max_precision,mean_precision,std_precision,min_recall,max_recall,mean_recall,std_recall,min_accuracy,max_accuracy,mean_accuracy,std_accuracy
ensemble,0.4,1.0,0.87,0.09,0.5,1.0,0.89,0.09,0.52,1.0,0.8,0.06
