,train_min,train_mean,train_max,train_std,test_min,test_mean,test_max,test_std
NG,0.7209302325581395,0.8245290697674418,0.9302325581395349,0.036551433179040464,0.3793103448275862,0.686889655172414,0.9655172413793104,0.08022833022239391
GAANG,0.7325581395348837,0.8475046511627906,0.9418604651162791,0.028474051550174413,0.3793103448275862,0.7087586206896551,1.0,0.08050290797622049
