enz_23,0.98
enz_81,0.05
enz_82,0.09
enz_107,0.06
enz_108,0.1
enz_8,0.17
enz_9,0.03
enz_10,0.52
enz_27,0.15
enz_77,0.24
enz_86,0.1
enz_109,0.06
enz_85,0.04
enz_113,0.8271455115292411
enz_114,0.8013725490196079
enz_17,0.02160760587726881
enz_7,0.1995982927441627
enz_84,0.23
enz_16,0.0
enz_79,0.0
enz_80,0.0
enz_78,0.001
enz_1,0.0
enz_76,0.083
enz_3,0.0
enz_4,0.0
enz_5,0.0
enz_6,0.0
enz_0,0.0422
enz_88,0.001
enz_83,0.0
enz_22,0.09
enz_12,0.9835654596100278
enz_14,0.2584365655702691
enz_11,0.05519897304236199
enz_18,0.01383399209486166
enz_24,0.008606777837547068
enz_19,0.570915619389587
enz_20,0.010752688172043012
enz_15,0.007917656373713382
enz_21,0.5273865414710486
enz_13,0.4727272727272728
enz_95,0.9269999999999999
enz_98,0.885
enz_106,0.38799999999999996
enz_89,0.8669999999999999
enz_90,0.81
enz_91,0.8630000000000001
enz_92,0.8079999999999999
enz_93,0.38699999999999996
enz_94,0.09
enz_96,0.8540000000000001
enz_97,0.604
enz_99,0.308
enz_100,0.109
enz_101,0.76
enz_102,0.6969999999999998
enz_103,0.6809999999999999
enz_104,0.48599999999999993
enz_105,0.06699999999999999
enz_36,0.6530000000000001
enz_70,0.75
enz_55,0.7529999999999998
enz_54,0.7040000000000001
enz_45,0.7040000000000001
enz_67,0.701
enz_66,0.82
enz_65,0.897
enz_63,0.799
enz_40,0.8240000000000001
enz_51,0.7989999999999999
enz_68,0.9460000000000001
enz_61,0.919
enz_74,0.9380000000000002
enz_49,0.542
enz_31,0.531
enz_39,0.34299999999999997
enz_53,0.519
enz_35,0.361
enz_52,0.561
enz_38,0.596
enz_34,0.602
enz_47,0.6829999999999999
enz_37,0.669
enz_42,0.6
enz_29,0.5870000000000001
enz_59,0.5080000000000001
enz_56,0.539
enz_62,0.61
enz_46,0.37699999999999995
enz_57,0.40299999999999997
enz_28,0.34600000000000003
enz_58,0.477
enz_64,0.087
enz_73,0.026000000000000002
enz_33,0.066
enz_30,0.138
enz_32,0.179
enz_75,0.16700000000000004
enz_43,0.085
enz_72,0.042
enz_71,0.06699999999999999
enz_60,0.046
enz_44,0.044
enz_69,0.017
enz_48,0.35
enz_41,0.291
enz_50,0.295
enz_111,0.09116662374452743
enz_110,0.4054497701904136
enz_112,0.8271455115292411
enz_87,0.006725185380584283
enz_2,0.012846465085789722
