,min_precision,min_recall,min_accuracy,min_mcc,max_precision,max_recall,max_accuracy,max_mcc,mean_precision,mean_recall,mean_accuracy,mean_mcc
Similarity_Model,0.3333333333333333,0.29411764705882354,0.42857142857142855,0.10070392955911676,1.0,1.0,0.9142857142857143,0.8567525622649779,0.7884774044460611,0.7882435327897712,0.6994599999999999,0.5189736121564948
